trialTrain,x_fixStart,y_fixStart,x_corrSteps,y_corrSteps,x_nrSteps,y_nrSteps,alienID,testlen,version,trial_label,beforeExpLoop.thisRepN,beforeExpLoop.thisTrialN,beforeExpLoop.thisN,beforeExpLoop.thisIndex,mini_instr_trials.thisRepN,mini_instr_trials.thisTrialN,mini_instr_trials.thisN,mini_instr_trials.thisIndex,instrLoop.thisRepN,instrLoop.thisTrialN,instrLoop.thisN,instrLoop.thisIndex,repeat_prac.thisRepN,repeat_prac.thisTrialN,repeat_prac.thisN,repeat_prac.thisIndex,trainLoop.thisRepN,trainLoop.thisTrialN,trainLoop.thisN,trainLoop.thisIndex,experiment.thisRepN,experiment.thisTrialN,experiment.thisN,experiment.thisIndex,moveLoop_test.thisRepN,moveLoop_test.thisTrialN,moveLoop_test.thisN,moveLoop_test.thisIndex,mini_instr2_trials.thisRepN,mini_instr2_trials.thisTrialN,mini_instr2_trials.thisN,mini_instr2_trials.thisIndex,start_all_time,url,slideStim,audioStim,slides.started,sounds.started,nextButton.numClicks,nextButton.timesOn,nextButton.timesOff,prev_but.numClicks,prev_but.timesOn,prev_but.timesOff,perfthres,percthres,earlierperf,earlystop,nextPrac,fileidx,praclen,saveACC_train,pracFile,nextPrac_train,addNrep,fileidx_endr,repExp,showearly,alienStim,gridImage_3.started,alienImage_test.started,startPos_test.started,movePos_test.started,key_resp_test.started,wLy_dir_test,wLx_dir_test,buttonPress_test,RTchoice_test,cumAcctest,saveACC_choice,corrAns_test,x_movePos_end,y_movePos_end,key_resp_test.keys,key_resp_test.rt,fixation_text.started,fixation_text.stopped,draw_alienStim,draw_alienID,test_x,nrepcount,total_time,end_all_time,key_resp_3.keys,slides_2.started,sounds_3.started,nextButton_2.numClicks,nextButton_2.timesOn,nextButton_2.timesOff,prev_but_2.numClicks,prev_but_2.timesOn,prev_but_2.timesOff,participant,train_first,direction of x,starting corner,date,expName,psychopyVersion,frameRate,
39,2,3,4,5,2,2,43,72,test_exp,untrained,,,,,,,,,,,,,,,,,,,,,0,38,38,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.29034740000498,198.3410734999925,stimuli/alien_stimuli/43.png,43,2,39,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_13h46.10.903,HideSeek_v1,2022.2.5,60.47009453236554,
40,1,3,4,8,3,5,36,72,test_exp,untrained,,,,,,,,,,,,,,,,,,,,,0,39,39,39,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/36.png,198.3410734999925,198.3410734999925,198.3410734999925,198.3410734999925,198.3410734999925,0,0,return,1.5627448000013828,1,0,0,-0.08,-0.16,return,1.4709927999647334,,,,,,,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_13h46.10.903,HideSeek_v1,2022.2.5,60.47009453236554,
40,1,3,4,8,3,5,36,72,test_exp,untrained,,,,,,,,,,,,,,,,,,,,,0,39,39,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.85738830000628,200.9240002000006,stimuli/alien_stimuli/36.png,36,1,40,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_13h46.10.903,HideSeek_v1,2022.2.5,60.47009453236554,
41,1,4,5,7,4,3,24,72,test_exp,untrained,,,,,,,,,,,,,,,,,,,,,0,40,40,40,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/24.png,200.9240002000006,200.9240002000006,200.9240002000006,200.9240002000006,200.9240002000006,0,0,return,0.49728050001431257,1,0,0,-0.08,-0.08,return,0.3944104000693187,,,,,,,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_13h46.10.903,HideSeek_v1,2022.2.5,60.47009453236554,
41,1,4,5,7,4,3,24,72,test_exp,untrained,,,,,,,,,,,,,,,,,,,,,0,40,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.35724729998037,202.38766120001674,stimuli/alien_stimuli/24.png,24,1,41,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_13h46.10.903,HideSeek_v1,2022.2.5,60.47009453236554,
42,4,3,8,4,4,1,22,72,test_exp,untrained,,,,,,,,,,,,,,,,,,,,,0,41,41,41,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/22.png,202.38766120001674,202.38766120001674,202.38766120001674,202.38766120001674,202.38766120001674,0,0,return,0.09761969989631325,1,0,0,0.16,-0.16,return,0.031255099922418594,,,,,,,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_13h46.10.903,HideSeek_v1,2022.2.5,60.47009453236554,
42,4,3,8,4,4,1,22,72,test_exp,untrained,,,,,,,,,,,,,,,,,,,,,0,41,41,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.45735869999044,203.51272760005668,stimuli/alien_stimuli/22.png,22,4,42,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_13h46.10.903,HideSeek_v1,2022.2.5,60.47009453236554,
43,4,3,9,3,5,0,11,72,test_exp,train_1D_sec_repeat,,,,,,,,,,,,,,,,,,,,,0,42,42,42,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/11.png,203.51272760005668,203.51272760005668,203.51272760005668,203.51272760005668,203.51272760005668,0,0,return,0.42996630002744496,1,0,0,0.16,-0.16,return,0.34390460001304746,,,,,,,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_13h46.10.903,HideSeek_v1,2022.2.5,60.47009453236554,
43,4,3,9,3,5,0,11,72,test_exp,train_1D_sec_repeat,,,,,,,,,,,,,,,,,,,,,0,42,42,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.89113320002798,204.95076759997755,stimuli/alien_stimuli/11.png,11,4,43,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_13h46.10.903,HideSeek_v1,2022.2.5,60.47009453236554,
44,4,4,4,8,0,4,65,72,test_exp,train_1D_first_repeat,,,,,,,,,,,,,,,,,,,,,0,43,43,43,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/65.png,204.95076759997755,204.95076759997755,204.95076759997755,204.95076759997755,204.95076759997755,0,0,return,0.24675479996949434,1,0,0,0.16,-0.08,return,0.15241039998363703,,,,,,,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_13h46.10.903,HideSeek_v1,2022.2.5,60.47009453236554,
44,4,4,4,8,0,4,65,72,test_exp,train_1D_first_repeat,,,,,,,,,,,,,,,,,,,,,0,43,43,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.14158659998793,206.19653050007764,stimuli/alien_stimuli/65.png,65,4,44,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_13h46.10.903,HideSeek_v1,2022.2.5,60.47009453236554,
45,4,0,6,3,2,3,44,72,test_exp,untrained,,,,,,,,,,,,,,,,,,,,,0,44,44,44,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/44.png,206.19653050007764,206.19653050007764,206.19653050007764,206.19653050007764,206.19653050007764,0,0,return,0.34641670004930347,1,0,0,0.16,-0.4,return,0.2494359000120312,,,,,,,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_13h46.10.903,HideSeek_v1,2022.2.5,60.47009453236554,
45,4,0,6,3,2,3,44,72,test_exp,untrained,,,,,,,,,,,,,,,,,,,,,0,44,44,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.49113019998185,207.54778999998234,stimuli/alien_stimuli/44.png,44,4,45,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_13h46.10.903,HideSeek_v1,2022.2.5,60.47009453236554,
46,2,0,6,5,4,5,26,72,test_exp,untrained,,,,,,,,,,,,,,,,,,,,,0,45,45,45,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/26.png,207.54778999998234,207.54778999998234,207.54778999998234,207.54778999998234,207.54778999998234,0,0,return,0.19598949991632253,1,0,0,0,-0.4,return,0.10069569991901517,,,,,,,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_13h46.10.903,HideSeek_v1,2022.2.5,60.47009453236554,
46,2,0,6,5,4,5,26,72,test_exp,untrained,,,,,,,,,,,,,,,,,,,,,0,45,45,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.69049309997354,208.7474565000739,stimuli/alien_stimuli/26.png,26,2,46,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_13h46.10.903,HideSeek_v1,2022.2.5,60.47009453236554,
47,0,0,3,2,3,2,33,72,test_exp,untrained,,,,,,,,,,,,,,,,,,,,,0,46,46,46,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/33.png,208.7474565000739,208.7474565000739,208.7474565000739,208.7474565000739,208.7474565000739,0,0,return,0.26380250009242445,1,0,0,-0.16,-0.4,return,0.1620083999587223,,,,,,,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_13h46.10.903,HideSeek_v1,2022.2.5,60.47009453236554,
47,0,0,3,2,3,2,33,72,test_exp,untrained,,,,,,,,,,,,,,,,,,,,,0,46,46,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.9570266000228,210.01143279997632,stimuli/alien_stimuli/33.png,33,0,47,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_13h46.10.903,HideSeek_v1,2022.2.5,60.47009453236554,
48,3,3,7,7,4,4,25,72,test_exp,untrained,,,,,,,,,,,,,,,,,,,,,0,47,47,47,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/25.png,210.01143279997632,210.01143279997632,210.01143279997632,210.01143279997632,210.01143279997632,0,0,return,0.2138727999990806,1,0,0,0.08,-0.16,return,0.1256153000285849,,,,,,,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_13h46.10.903,HideSeek_v1,2022.2.5,60.47009453236554,
48,3,3,7,7,4,4,25,72,test_exp,untrained,,,,,,,,,,,,,,,,,,,,,0,47,47,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.17329599999357,211.23839630000293,stimuli/alien_stimuli/25.png,25,3,48,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_13h46.10.903,HideSeek_v1,2022.2.5,60.47009453236554,
49,4,1,9,3,5,2,13,72,test_exp,untrained,,,,,,,,,,,,,,,,,,,,,0,48,48,48,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/13.png,211.23839630000293,211.23839630000293,211.23839630000293,211.23839630000293,211.23839630000293,0,0,return,0.2462144000455737,1,0,0,0.16,-0.32,return,0.1411470000166446,,,,,,,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_13h46.10.903,HideSeek_v1,2022.2.5,60.47009453236554,
49,4,1,9,3,5,2,13,72,test_exp,untrained,,,,,,,,,,,,,,,,,,,,,0,48,48,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211.42453920003027,212.49166469997726,stimuli/alien_stimuli/13.png,13,4,49,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_13h46.10.903,HideSeek_v1,2022.2.5,60.47009453236554,
50,4,4,9,9,5,5,16,72,test_exp,untrained,,,,,,,,,,,,,,,,,,,,,0,49,49,49,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/16.png,212.49166469997726,212.49166469997726,212.49166469997726,212.49166469997726,212.49166469997726,0,0,return,0.1300075000617653,1,0,0,0.16,-0.08,return,0.047315699979662895,,,,,,,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_13h46.10.903,HideSeek_v1,2022.2.5,60.47009453236554,
50,4,4,9,9,5,5,16,72,test_exp,untrained,,,,,,,,,,,,,,,,,,,,,0,49,49,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.57379709999077,213.62857810000423,stimuli/alien_stimuli/16.png,16,4,50,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_13h46.10.903,HideSeek_v1,2022.2.5,60.47009453236554,
51,2,3,3,8,1,5,56,72,test_exp,train_2D_repeat,,,,,,,,,,,,,,,,,,,,,0,50,50,50,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/56.png,213.62857810000423,213.62857810000423,213.62857810000423,213.62857810000423,213.62857810000423,0,0,return,0.12968559993896633,1,0,0,0,-0.16,return,0.035975400009192526,,,,,,,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_13h46.10.903,HideSeek_v1,2022.2.5,60.47009453236554,
51,2,3,3,8,1,5,56,72,test_exp,train_2D_repeat,,,,,,,,,,,,,,,,,,,,,0,50,50,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213.70704280002974,214.73773699998856,stimuli/alien_stimuli/56.png,56,2,51,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_13h46.10.903,HideSeek_v1,2022.2.5,60.47009453236554,
52,3,3,4,5,1,2,53,72,test_exp,untrained,,,,,,,,,,,,,,,,,,,,,0,51,51,51,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/53.png,214.73773699998856,214.73773699998856,214.73773699998856,214.73773699998856,214.73773699998856,0,0,return,0.24690060003194958,1,0,0,0.08,-0.16,return,0.17422309995163232,,,,,,,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_13h46.10.903,HideSeek_v1,2022.2.5,60.47009453236554,
52,3,3,4,5,1,2,53,72,test_exp,untrained,,,,,,,,,,,,,,,,,,,,,0,51,51,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214.95745600003283,216.01618110004347,stimuli/alien_stimuli/53.png,53,3,52,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_13h46.10.903,HideSeek_v1,2022.2.5,60.47009453236554,
53,4,3,4,6,0,3,64,72,test_exp,train_1D_first_new,,,,,,,,,,,,,,,,,,,,,0,52,52,52,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/64.png,216.01618110004347,216.01618110004347,216.01618110004347,216.01618110004347,216.01618110004347,0,0,return,0.14598809997551143,1,0,0,0.16,-0.16,return,0.05265299999155104,,,,,,,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_13h46.10.903,HideSeek_v1,2022.2.5,60.47009453236554,
53,4,3,4,6,0,3,64,72,test_exp,train_1D_first_new,,,,,,,,,,,,,,,,,,,,,0,52,52,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216.1068594000535,217.1603463999927,stimuli/alien_stimuli/64.png,64,4,53,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_13h46.10.903,HideSeek_v1,2022.2.5,60.47009453236554,
54,0,0,3,4,3,4,35,72,test_exp,untrained,,,,,,,,,,,,,,,,,,,,,0,53,53,53,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/35.png,217.1603463999927,217.1603463999927,217.1603463999927,217.1603463999927,217.1603463999927,0,0,return,0.16296730004251003,1,0,0,-0.16,-0.4,return,0.0712305000051856,,,,,,,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_13h46.10.903,HideSeek_v1,2022.2.5,60.47009453236554,
54,0,0,3,4,3,4,35,72,test_exp,untrained,,,,,,,,,,,,,,,,,,,,,0,53,53,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217.27397009998094,218.32089710002765,stimuli/alien_stimuli/35.png,35,0,54,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_13h46.10.903,HideSeek_v1,2022.2.5,60.47009453236554,
55,3,2,5,6,2,4,45,72,test_exp,train_2D_new,,,,,,,,,,,,,,,,,,,,,0,54,54,54,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/45.png,218.32089710002765,218.32089710002765,218.32089710002765,218.32089710002765,218.32089710002765,0,0,return,0.16288680001161993,1,0,0,0.08,-0.24,return,0.07144870003685355,,,,,,,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_13h46.10.903,HideSeek_v1,2022.2.5,60.47009453236554,
55,3,2,5,6,2,4,45,72,test_exp,train_2D_new,,,,,,,,,,,,,,,,,,,,,0,54,54,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.4403025000356,219.47111479996238,stimuli/alien_stimuli/45.png,45,3,55,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_13h46.10.903,HideSeek_v1,2022.2.5,60.47009453236554,
56,0,3,2,8,2,5,46,72,test_exp,untrained,,,,,,,,,,,,,,,,,,,,,0,55,55,55,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/46.png,219.47111479996238,219.47111479996238,219.47111479996238,219.47111479996238,219.47111479996238,0,0,return,0.19585230003576726,1,0,0,-0.16,-0.16,return,0.1267087000887841,,,,,,,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_13h46.10.903,HideSeek_v1,2022.2.5,60.47009453236554,
56,0,3,2,8,2,5,46,72,test_exp,untrained,,,,,,,,,,,,,,,,,,,,,0,55,55,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.64058380003553,220.69213290000334,stimuli/alien_stimuli/46.png,46,0,56,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_13h46.10.903,HideSeek_v1,2022.2.5,60.47009453236554,
57,2,0,5,1,3,1,32,72,test_exp,untrained,,,,,,,,,,,,,,,,,,,,,0,56,56,56,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/32.png,220.69213290000334,220.69213290000334,220.69213290000334,220.69213290000334,220.69213290000334,0,0,return,0.16292389994487166,1,0,0,0,-0.4,return,0.06608139991294593,,,,,,,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_13h46.10.903,HideSeek_v1,2022.2.5,60.47009453236554,
57,2,0,5,1,3,1,32,72,test_exp,untrained,,,,,,,,,,,,,,,,,,,,,0,56,56,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.8068748000078,221.8593512000516,stimuli/alien_stimuli/32.png,32,2,57,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_13h46.10.903,HideSeek_v1,2022.2.5,60.47009453236554,
58,4,2,4,2,0,0,61,72,test_exp,untrained,,,,,,,,,,,,,,,,,,,,,0,57,57,57,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/61.png,221.8593512000516,221.8593512000516,221.8593512000516,221.8593512000516,221.8593512000516,0,0,return,0.14653599995654076,2,0,1,0.16,-0.24,return,0.05765109998174012,,,,,,,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_13h46.10.903,HideSeek_v1,2022.2.5,60.47009453236554,
58,4,2,4,2,0,0,61,72,test_exp,untrained,,,,,,,,,,,,,,,,,,,,,0,57,57,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.95701570005622,223.01092560007237,stimuli/alien_stimuli/61.png,61,4,58,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_13h46.10.903,HideSeek_v1,2022.2.5,60.47009453236554,
59,1,0,3,1,2,1,42,72,test_exp,untrained,,,,,,,,,,,,,,,,,,,,,0,58,58,58,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/42.png,223.01092560007237,223.01092560007237,223.01092560007237,223.01092560007237,223.01092560007237,0,0,return,0.19723470008466393,2,0,0,-0.08,-0.4,return,0.10818859993014485,,,,,,,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_13h46.10.903,HideSeek_v1,2022.2.5,60.47009453236554,
59,1,0,3,1,2,1,42,72,test_exp,untrained,,,,,,,,,,,,,,,,,,,,,0,58,58,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.1573387000244,224.210858299979,stimuli/alien_stimuli/42.png,42,1,59,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_13h46.10.903,HideSeek_v1,2022.2.5,60.47009453236554,
60,3,4,7,4,4,0,21,72,test_exp,train_1D_sec_new,,,,,,,,,,,,,,,,,,,,,0,59,59,59,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/21.png,224.210858299979,224.210858299979,224.210858299979,224.210858299979,224.210858299979,0,0,return,0.213055600062944,2,0,0,0.08,-0.08,return,0.12794189993292093,,,,,,,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_13h46.10.903,HideSeek_v1,2022.2.5,60.47009453236554,
60,3,4,7,4,4,0,21,72,test_exp,train_1D_sec_new,,,,,,,,,,,,,,,,,,,,,0,59,59,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.3736046999693,225.42947780003306,stimuli/alien_stimuli/21.png,21,3,60,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_13h46.10.903,HideSeek_v1,2022.2.5,60.47009453236554,
61,3,1,3,6,0,5,66,72,test_exp,train_1D_first_new,,,,,,,,,,,,,,,,,,,,,0,60,60,60,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/66.png,225.42947780003306,225.42947780003306,225.42947780003306,225.42947780003306,225.42947780003306,0,0,return,0.22977940004784614,2,0,0,0.08,-0.32,return,0.13218229997437447,,,,,,,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_13h46.10.903,HideSeek_v1,2022.2.5,60.47009453236554,
61,3,1,3,6,0,5,66,72,test_exp,train_1D_first_new,,,,,,,,,,,,,,,,,,,,,0,60,60,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.6071919000242,226.662909100065,stimuli/alien_stimuli/66.png,66,3,61,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_13h46.10.903,HideSeek_v1,2022.2.5,60.47009453236554,
62,2,4,6,6,4,2,23,72,test_exp,train_2D_repeat,,,,,,,,,,,,,,,,,,,,,0,61,61,61,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/23.png,226.662909100065,226.662909100065,226.662909100065,226.662909100065,226.662909100065,0,0,return,0.14680970006156713,2,0,0,0,-0.08,return,0.05273330002091825,,,,,,,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_13h46.10.903,HideSeek_v1,2022.2.5,60.47009453236554,
62,2,4,6,6,4,2,23,72,test_exp,train_2D_repeat,,,,,,,,,,,,,,,,,,,,,0,61,61,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.75654800003394,227.81317199999467,stimuli/alien_stimuli/23.png,23,2,62,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_13h46.10.903,HideSeek_v1,2022.2.5,60.47009453236554,
63,2,4,3,4,1,0,51,72,test_exp,train_1D_sec_repeat,,,,,,,,,,,,,,,,,,,,,0,62,62,62,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/51.png,227.81317199999467,227.81317199999467,227.81317199999467,227.81317199999467,227.81317199999467,0,0,return,0.6626675999723375,2,0,0,0,-0.08,return,0.5778845999157056,,,,,,,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_13h46.10.903,HideSeek_v1,2022.2.5,60.47009453236554,
63,2,4,3,4,1,0,51,72,test_exp,train_1D_sec_repeat,,,,,,,,,,,,,,,,,,,,,0,62,62,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.42351320001762,229.4552177999867,stimuli/alien_stimuli/51.png,51,2,63,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_13h46.10.903,HideSeek_v1,2022.2.5,60.47009453236554,
64,0,1,1,4,1,3,54,72,test_exp,untrained,,,,,,,,,,,,,,,,,,,,,0,63,63,63,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/54.png,229.4552177999867,229.4552177999867,229.4552177999867,229.4552177999867,229.4552177999867,0,0,return,1.1137350000208244,2,0,0,-0.16,-0.32,return,1.0513483000686392,,,,,,,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_13h46.10.903,HideSeek_v1,2022.2.5,60.47009453236554,
64,0,1,1,4,1,3,54,72,test_exp,untrained,,,,,,,,,,,,,,,,,,,,,0,63,63,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.54074049997143,231.59546350000892,stimuli/alien_stimuli/54.png,54,0,64,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_13h46.10.903,HideSeek_v1,2022.2.5,60.47009453236554,
65,0,2,5,6,5,4,15,72,test_exp,untrained,,,,,,,,,,,,,,,,,,,,,0,64,64,64,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/alien_stimuli/15.png,231.59546350000892,231.59546350000892,231.59546350000892,231.59546350000892,231.59546350000892,0,0,return,0.14622150000650436,2,0,0,-0.16,-0.24,return,0.0461814000736922,,,,,,,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_13h46.10.903,HideSeek_v1,2022.2.5,60.47009453236554,
65,0,2,5,6,5,4,15,72,test_exp,untrained,,,,,,,,,,,,,,,,,,,,,0,64,64,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231.68986440007575,232.74027030006982,stimuli/alien_stimuli/15.png,15,0,65,,,,,,,,,,,,A,train_x,x_decreasing_steps,top_left,2024-10-23_13h46.10.903,HideSeek_v1,2022.2.5,60.47009453236554,
